1.0000000000000000E-04	6.6145901221693900E-01	6.8025268873723700E-01
2.0000000000000000E-04	6.6168568622789200E-01	6.7964717946634900E-01
3.0000000000000000E-04	6.6176715447437600E-01	6.7949204310546400E-01
4.0000000000000000E-04	6.6179666242210900E-01	6.7948582369191900E-01
5.0000000000000000E-04	6.6180327783070700E-01	6.7954454411413200E-01
6.0000000000000000E-04	6.6179897302553400E-01	6.7963534617545800E-01
7.0000000000000000E-04	6.6178944122600500E-01	6.7974289960410200E-01
8.0000000000000000E-04	6.6177767903158800E-01	6.7985923786115500E-01
9.0000000000000000E-04	6.6176531852811300E-01	6.7997991389084600E-01
1.0000000000000000E-03	6.6175330496301000E-01	6.8010232131995400E-01
2.0000000000000000E-03	6.6170439871094000E-01	6.8125186543246300E-01
3.0000000000000000E-03	6.6178106231092200E-01	6.8220109383385200E-01
4.0000000000000000E-03	6.6194321394772300E-01	6.8299558138507900E-01
5.0000000000000000E-03	6.6216358158647000E-01	6.8367853630994600E-01
6.0000000000000000E-03	6.6242586703481100E-01	6.8427806289901200E-01
7.0000000000000000E-03	6.6271951946880500E-01	6.8481281415549600E-01
8.0000000000000000E-03	6.6303772748237500E-01	6.8529572476842100E-01
9.0000000000000000E-03	6.6337560189828400E-01	6.8573612873621000E-01
1.0000000000000000E-02	6.6372970939371600E-01	6.8614098924968900E-01
2.0000000000000000E-02	6.6782227559271800E-01	6.8901807145626200E-01
3.0000000000000000E-02	6.7291243179959400E-01	6.9091943745040700E-01
4.0000000000000000E-02	6.9206535359384800E-01	6.9218720717189100E-01
5.0000000000000000E-02	6.9304629518725400E-01	6.9315809041240500E-01
6.0000000000000000E-02	6.9382941778469200E-01	6.9393355813435400E-01
7.0000000000000000E-02	6.9447251831871000E-01	6.9457084883564100E-01
8.0000000000000000E-02	6.9501155434047900E-01	6.9510548874595800E-01
9.0000000000000000E-02	6.9547046919181700E-01	6.9556110222814700E-01
1.0000000000000000E-01	6.9586601562898800E-01	6.9595418859178800E-01
2.0000000000000000E-01	6.9803725247896700E-01	6.9811838485915900E-01
3.0000000000000000E-01	6.9885210635023200E-01	6.9893862608007100E-01
4.0000000000000000E-01	6.9925447387068700E-01	6.9933074510697200E-01
5.0000000000000000E-01	6.9946082275471900E-01	6.9953671921638700E-01
6.0000000000000000E-01	6.9957675199664500E-01	6.9964979925131500E-01
7.0000000000000000E-01	6.9964273766637200E-01	6.9971254102534900E-01
8.0000000000000000E-01	6.9967900115919000E-01	6.9974628777886800E-01
9.0000000000000000E-01	6.9969645018216800E-01	6.9976229739832900E-01
1.0000000000000000E+00	6.9970922219464000E-01	6.9976674941240300E-01
2.0000000000000000E+00	6.9949650558454500E-01	6.9957181684150600E-01
3.0000000000000000E+00	6.9918014993847500E-01	6.9925576632449000E-01
4.0000000000000000E+00	6.9884998865270500E-01	6.9893652373239400E-01
5.0000000000000000E+00	6.9855501653266600E-01	6.9863745573010000E-01
6.0000000000000000E+00	6.9827131409108400E-01	6.9836226422635000E-01
7.0000000000000000E+00	6.9802873792122100E-01	6.9810984591629200E-01
8.0000000000000000E+00	6.9778192599326600E-01	6.9787783641301400E-01
9.0000000000000000E+00	6.9758388961099700E-01	6.9763735978120300E-01
1.0000000000000000E+01	6.9738601577312000E-01	6.9743439970697100E-01
2.0000000000000000E+01	6.9587309201857900E-01	6.9596122493212400E-01
3.0000000000000000E+01	6.9494151300534800E-01	6.9502231247349000E-01
4.0000000000000000E+01	6.9425297504486500E-01	6.9433631608718600E-01
5.0000000000000000E+01	6.9371165760404600E-01	6.9379735009182500E-01
6.0000000000000000E+01	6.9326655553060500E-01	6.9335439938265000E-01
7.0000000000000000E+01	6.9288922155622200E-01	6.9297900558740400E-01
8.0000000000000000E+01	6.9256215632774400E-01	6.9265369905338400E-01
9.0000000000000000E+01	6.9227384881586700E-01	6.9236698396931200E-01
1.0000000000000000E+02	6.7631759099020400E-01	6.9211089778687800E-01
2.0000000000000000E+02	6.7126167892057500E-01	6.9033477950025400E-01
3.0000000000000000E+02	6.6868217718315400E-01	6.8937562287265800E-01
4.0000000000000000E+02	6.6728768203999900E-01	6.8871213883778600E-01
5.0000000000000000E+02	6.6641781071698700E-01	6.8820860811342500E-01
6.0000000000000000E+02	6.6577350901816400E-01	6.8780495709423200E-01
7.0000000000000000E+02	6.6528892423857500E-01	6.8746942681715700E-01
8.0000000000000000E+02	6.6490899034468500E-01	6.8718320836736700E-01
9.0000000000000000E+02	6.6460188059131500E-01	6.8693426566257100E-01
1.0000000000000000E+03	6.6434778828423100E-01	6.8671444756443500E-01
2.0000000000000000E+03	6.6307855772731800E-01	6.8533946405202100E-01
3.0000000000000000E+03	6.6259039072851400E-01	6.8459580863616600E-01
4.0000000000000000E+03	6.6234539540606100E-01	6.8409677299469700E-01
5.0000000000000000E+03	6.6218326641439300E-01	6.8372647493905000E-01
6.0000000000000000E+03	6.6207340257471500E-01	6.8343498714120300E-01
7.0000000000000000E+03	6.6199456775739400E-01	6.8319639309361700E-01
8.0000000000000000E+03	6.6193565469611500E-01	6.8299558210937200E-01
9.0000000000000000E+03	6.6189029404644100E-01	6.8282300615669500E-01
1.0000000000000000E+04	6.6186563295474600E-01	6.8267226253587500E-01
