1.0000000000000000E-04	5.9003539913480600E-01	5.9477778557334300E-01
2.0000000000000000E-04	5.9009287118954700E-01	5.9462497290746500E-01
3.0000000000000000E-04	5.9011373991848300E-01	5.9458637820484900E-01
4.0000000000000000E-04	5.9012149551633300E-01	5.9458551784916300E-01
5.0000000000000000E-04	5.9012346910827000E-01	5.9460109868801800E-01
6.0000000000000000E-04	5.9012268227484700E-01	5.9462479302831600E-01
7.0000000000000000E-04	5.9012057265240900E-01	5.9465271716851000E-01
8.0000000000000000E-04	5.9011789736456100E-01	5.9468285380226600E-01
9.0000000000000000E-04	5.9011506894817000E-01	5.9471407739967900E-01
1.0000000000000000E-03	5.9011232657634400E-01	5.9474572869207200E-01
2.0000000000000000E-03	5.9010285745491500E-01	5.9504291227669400E-01
3.0000000000000000E-03	5.9012511359647600E-01	5.9528879473210300E-01
4.0000000000000000E-03	5.9016900372720200E-01	5.9549510030440600E-01
5.0000000000000000E-03	5.9022764159492700E-01	5.9567285951295700E-01
6.0000000000000000E-03	5.9029690547062800E-01	5.9582924204111100E-01
7.0000000000000000E-03	5.9037412319709900E-01	5.9596900681641700E-01
8.0000000000000000E-03	5.9045756738939700E-01	5.9609545496460300E-01
9.0000000000000000E-03	5.9054599644081600E-01	5.9621096977448600E-01
1.0000000000000000E-02	5.9063853722559200E-01	5.9631733015718800E-01
2.0000000000000000E-02	5.9170297332917100E-01	5.9707789310665400E-01
3.0000000000000000E-02	5.9301428645834300E-01	5.9760125283570400E-01
4.0000000000000000E-02	5.9789873711487800E-01	5.9793794200084400E-01
5.0000000000000000E-02	5.9816107395988600E-01	5.9819628983224100E-01
6.0000000000000000E-02	5.9837072896081100E-01	5.9840282958747100E-01
7.0000000000000000E-02	5.9854293804470300E-01	5.9857260590389700E-01
8.0000000000000000E-02	5.9868723246269600E-01	5.9871499925524900E-01
9.0000000000000000E-02	5.9880998897560400E-01	5.9883627195207900E-01
1.0000000000000000E-01	5.9891568728099100E-01	5.9894081252059300E-01
2.0000000000000000E-01	5.9949345105332500E-01	5.9951405094285000E-01
3.0000000000000000E-01	5.9970560574700900E-01	5.9972763275546500E-01
4.0000000000000000E-01	5.9980997493144300E-01	5.9982892264486000E-01
5.0000000000000000E-01	5.9986291987024300E-01	5.9988184348061400E-01
6.0000000000000000E-01	5.9989256467362500E-01	5.9991080060747800E-01
7.0000000000000000E-01	5.9990940109971600E-01	5.9992683590500800E-01
8.0000000000000000E-01	5.9991864139582400E-01	5.9993545125444200E-01
9.0000000000000000E-01	5.9992308429121500E-01	5.9993953606146400E-01
1.0000000000000000E+00	5.9992631248877600E-01	5.9994067170887700E-01
2.0000000000000000E+00	5.9987205285132000E-01	5.9989083878577100E-01
3.0000000000000000E+00	5.9979085597355700E-01	5.9980960621775800E-01
4.0000000000000000E+00	5.9970505581314500E-01	5.9972708801363300E-01
5.0000000000000000E+00	5.9962862431058000E-01	5.9964944014192600E-01
6.0000000000000000E+00	5.9955415189610900E-01	5.9957774909207900E-01
7.0000000000000000E+00	5.9949122241384000E-01	5.9951181816893900E-01
8.0000000000000000E+00	5.9942572681624400E-01	5.9945109294518700E-01
9.0000000000000000E+00	5.9937457426723100E-01	5.9938663035327700E-01
1.0000000000000000E+01	5.9932257078491800E-01	5.9933309884357100E-01
2.0000000000000000E+01	5.9891757710154200E-01	5.9894268286625900E-01
3.0000000000000000E+01	5.9867033796660600E-01	5.9869285117502000E-01
4.0000000000000000E+01	5.9848646054990000E-01	5.9851012699561800E-01
5.0000000000000000E+01	5.9834187622284400E-01	5.9836654473471600E-01
6.0000000000000000E+01	5.9822301655981400E-01	5.9824856402327700E-01
7.0000000000000000E+01	5.9812229144655000E-01	5.9814861129348100E-01
8.0000000000000000E+01	5.9803502378349900E-01	5.9806202980853800E-01
9.0000000000000000E+01	5.9795813348917800E-01	5.9798575220108600E-01
1.0000000000000000E+02	5.9388053416258400E-01	5.9791765251860300E-01
2.0000000000000000E+02	5.9257527519397900E-01	5.9742865489433200E-01
3.0000000000000000E+02	5.9190687416866900E-01	5.9717298400795500E-01
4.0000000000000000E+02	5.9154461942136900E-01	5.9699662773103400E-01
5.0000000000000000E+02	5.9131697869336700E-01	5.9686307350892300E-01
6.0000000000000000E+02	5.9114922166536700E-01	5.9675619299519100E-01
7.0000000000000000E+02	5.9102295606597300E-01	5.9666747421256400E-01
8.0000000000000000E+02	5.9092389902225100E-01	5.9659188378349600E-01
9.0000000000000000E+02	5.9084378752143600E-01	5.9652620507383200E-01
1.0000000000000000E+03	5.9077747538478400E-01	5.9646826221320100E-01
2.0000000000000000E+03	5.9044569161364700E-01	5.9610691900685700E-01
3.0000000000000000E+03	5.9031768317246000E-01	5.9591225711759700E-01
4.0000000000000000E+03	5.9026325205853600E-01	5.9578191949536800E-01
5.0000000000000000E+03	5.9022048409334200E-01	5.9568535213594700E-01
6.0000000000000000E+03	5.9019141450932900E-01	5.9560942267455200E-01
7.0000000000000000E+03	5.9017048978995700E-01	5.9554732620389600E-01
8.0000000000000000E+03	5.9015480224272500E-01	5.9549510049271500E-01
9.0000000000000000E+03	5.9014268266601000E-01	5.9545024469120600E-01
1.0000000000000000E+04	5.9014815076462500E-01	5.9541108336742600E-01
