1.0000000000000000E-04	6.6145901221693900E-01
2.0000000000000000E-04	6.6168568622789200E-01
3.0000000000000000E-04	6.6176715447437600E-01
4.0000000000000000E-04	6.6179666242210900E-01
5.0000000000000000E-04	6.6180327783070700E-01
6.0000000000000000E-04	6.6179897302553400E-01
7.0000000000000000E-04	6.6178944122600500E-01
8.0000000000000000E-04	6.6177767903158800E-01
9.0000000000000000E-04	6.6176531852811300E-01
1.0000000000000000E-03	6.6175330496301000E-01
2.0000000000000000E-03	6.6170439871094000E-01
3.0000000000000000E-03	6.6178106231092200E-01
4.0000000000000000E-03	6.6194321394772300E-01
5.0000000000000000E-03	6.6216358158647000E-01
6.0000000000000000E-03	6.6242586703481100E-01
7.0000000000000000E-03	6.6271951946880500E-01
8.0000000000000000E-03	6.6303772748237500E-01
9.0000000000000000E-03	6.6337560189828400E-01
1.0000000000000000E-02	6.6372970939371600E-01
2.0000000000000000E-02	6.6782227559271800E-01
