1.0000000000000000E-04	5.9003539913480600E-01
2.0000000000000000E-04	5.9009287118954700E-01
3.0000000000000000E-04	5.9011373991848300E-01
4.0000000000000000E-04	5.9012149551633300E-01
5.0000000000000000E-04	5.9012346910827000E-01
6.0000000000000000E-04	5.9012268227484700E-01
7.0000000000000000E-04	5.9012057265240900E-01
8.0000000000000000E-04	5.9011789736456100E-01
9.0000000000000000E-04	5.9011506894817000E-01
1.0000000000000000E-03	5.9011232657634400E-01
2.0000000000000000E-03	5.9010285745491500E-01
3.0000000000000000E-03	5.9012511359647600E-01
4.0000000000000000E-03	5.9016900372720200E-01
5.0000000000000000E-03	5.9022764159492700E-01
6.0000000000000000E-03	5.9029690547062800E-01
7.0000000000000000E-03	5.9037412319709900E-01
8.0000000000000000E-03	5.9045756738939700E-01
9.0000000000000000E-03	5.9054599644081600E-01
1.0000000000000000E-02	5.9063853722559200E-01
2.0000000000000000E-02	5.9170297332917100E-01
